rank,base_seed,verified_sister_seed,verified_sister_high32,verified_portal_tp,no_sister_found_high32_0_65535,eyes,pearls,total,pearl_radius,fortress_distance,blaze_spawner_distance,portal_y,origin_distance,portal_tp,portal_x,portal_y_coord,portal_z,stronghold_x,stronghold_z,chests,source_status
1034,3832577418,12422512010,2,/tp @s -158 15 1332,no,6,6,12,76.929,35.750,66.176,15,1341.338,/tp @s -158 15 1332,-158,15,1332,-172,1284,"-149,14,1322:1;-153,14,1260:2;-179,16,1258:1;-149,14,1329:2",added
1035,3833306617,,,,yes,5,7,12,79.837,137.271,288.805,26,1136.062,/tp @s -894 26 701,-894,26,701,-908,676,"-907,25,707:2;-932,19,658:2;-937,13,635:1;-926,13,681:2",added
1036,3837552946,,,,yes,8,4,12,92.785,113.129,200.215,-39,886.143,/tp @s 305 -39 -832,305,-39,-832,340,-860,"364,-44,-860:2;395,-44,-854:1;333,-40,-816:1",added
1037,3842630866,,,,yes,5,7,12,84.953,389.494,485.807,-6,850.126,/tp @s 235 -6 817,235,-6,817,276,820,"254,5,812:1;257,-13,770:3;270,5,790:2;317,-3,839:1",added
1038,3849287415,,,,yes,6,7,13,45.453,152.548,253.928,37,998.039,/tp @s 239 37 -969,239,37,-969,244,-1020,"240,36,-1012:1;228,34,-1013:3;263,36,-997:1;231,36,-972:2",added
1039,3853905340,,,,yes,6,6,12,28.302,329.218,382.251,-42,1202.493,/tp @s -290 -42 1167,-290,-42,1167,-252,1172,"-276,-43,1174:2;-270,-41,1187:2;-280,-33,1166:2",added
1040,3854184798,,,,yes,7,5,12,43.023,327.752,353.672,-30,1349.285,/tp @s 1312 -30 315,1312,-30,315,1348,260,"1313,-31,272:2;1329,-37,324:1;1299,-31,275:2",added
1041,3859858731,16744760619,3,/tp @s -780 35 -950,no,8,4,12,92.461,330.965,426.958,35,1229.187,/tp @s -780 35 -950,-780,35,-950,-812,-972,"-787,30,-1010:1;-797,12,-1025:1;-840,28,-1020:2",added
1042,3860768443,,,,yes,4,8,12,74.96,380.030,459.723,-3,1112.328,/tp @s 815 -3 757,815,-3,757,772,740,"802,-4,763:1;750,2,794:2;763,-10,730:2;741,2,762:3",added
1043,3864871309,33929642381,7,/tp @s 1280 -3 -298,no,6,6,12,29.883,216.122,370.080,-3,1314.231,/tp @s 1280 -3 -298,1280,-3,-298,1300,-316,"1283,8,-324:2;1263,8,-312:2;1256,8,-312:2",added
1044,3865305999,12455240591,2,/tp @s -430 32 -1255,no,6,6,12,42.743,688.250,801.565,32,1326.622,/tp @s -430 32 -1255,-430,32,-1255,-444,-1276,"-436,41,-1264:2;-429,41,-1264:1;-415,41,-1294:1;-436,41,-1252:2",added
1045,3869301305,21049170489,4,/tp @s -783 23 -357,no,5,7,12,87.51,86.971,104.693,23,860.545,/tp @s -783 23 -357,-783,23,-357,-828,-364,"-795,22,-350:1;-870,18,-349:1;-789,26,-345:2;-802,12,-346:3",added
1046,3873345539,29643149315,6,/tp @s 222 -14 -927,no,8,4,12,100.025,428.271,481.742,-14,953.212,/tp @s 222 -14 -927,222,-14,-927,196,-876,"212,-21,-921:1;201,-15,-966:2;202,-15,-829:1",added
1047,3877388462,3877388462,0,/tp @s 83 -12 929,no,7,5,12,23.728,565.670,628.088,-12,932.7,/tp @s 83 -12 929,83,-12,929,52,868,"75,-7,908:2;100,-19,914:1;87,-7,913:2",added
1048,3878325415,21058194599,4,/tp @s -936 -11 704,no,6,6,12,61.408,183.992,204.431,-11,1171.201,/tp @s -936 -11 704,-936,-11,704,-908,740,"-900,-6,741:1;-893,-4,737:1;-877,-10,687:3;-904,-14,704:1",added
1049,3883529027,115552678723,26,/tp @s -815 11 739,no,8,5,13,79.366,149.898,161.800,11,1100.157,/tp @s -815 11 739,-815,11,739,-812,820,"-822,-2,727:2;-817,-2,735:1;-843,-2,753:1;-798,20,816:1",added
1050,3889349241,68313858681,15,/tp @s -980 -30 -940,no,5,7,12,57.393,94.500,207.457,-30,1357.94,/tp @s -980 -30 -940,-980,-30,-940,-940,-908,"-951,-21,-893:1;-974,-31,-926:3;-923,-33,-934:1;-992,-21,-931:2",added
1051,3889611702,38249350070,8,/tp @s 231 11 752,no,4,8,12,62.145,608.679,612.344,11,786.68,/tp @s 231 11 752,231,11,752,260,772,"286,8,755:2;293,8,755:2;286,8,748:2;238,6,763:2",added
1052,3898354239,218646719039,50,/tp @s -1388 23 -191,no,6,6,12,29.223,697.379,759.373,23,1401.08,/tp @s -1388 23 -191,-1388,23,-191,-1388,-172,"-1382,22,-173:2;-1365,22,-173:2;-1364,20,-184:2",added
1053,3901578496,,,,yes,5,7,12,76.948,343.104,356.584,-49,1003.498,/tp @s -932 -49 -372,-932,-49,-372,-876,-412,"-858,-38,-390:1;-915,-44,-395:2;-915,-56,-355:2;-885,-36,-422:2",added
1054,3909561463,248722697335,57,/tp @s 515 5 -916,no,7,5,12,70.043,311.554,393.383,5,1050.848,/tp @s 515 5 -916,515,5,-916,548,-940,"567,0,-943:2;584,4,-928:1;523,-2,-907:2",added
1055,3911959094,38271697462,8,/tp @s 117 -7 -1376,no,7,5,12,91.225,591.046,657.185,-7,1380.965,/tp @s 117 -7 -1376,117,-7,-1376,164,-1404,"172,6,-1408:2;157,8,-1397:1;205,0,-1399:2",added
1056,3914298509,12504233101,2,/tp @s 350 17 -774,no,5,7,12,44.204,358.411,361.598,17,849.456,/tp @s 350 17 -774,350,17,-774,372,-748,"340,10,-739:2;337,16,-767:2;394,14,-771:1;340,10,-734:2",added
1057,3918138925,8213106221,1,/tp @s -543 -6 752,no,6,6,12,52.355,582.815,628.243,-6,927.552,/tp @s -543 -6 752,-543,-6,752,-492,772,"-517,-7,758:2;-491,-7,758:2;-497,-7,763:1;-528,-7,782:1",added
1058,3918501237,68343010677,15,/tp @s 723 43 1296,no,6,6,12,25.04,189.898,193.270,43,1484.03,/tp @s 723 43 1296,723,43,1296,756,1252,"724,42,1271:2;732,42,1281:2;740,34,1288:1;703,44,1288:1",added
1059,3927039731,149955927795,34,/tp @s -436 -35 1215,no,8,4,12,62.594,34.289,164.448,-35,1290.861,/tp @s -436 -35 1215,-436,-35,1215,-396,1236,"-401,-24,1215:2;-407,-24,1180:1;-443,-30,1153:1",added
1060,3937139849,21117009033,4,/tp @s -495 0 -946,no,8,4,12,55.552,302.010,387.014,0,1067.68,/tp @s -495 0 -946,-495,0,-946,-460,-908,"-460,7,-924:2;-494,13,-892:1;-468,1,-932:1",added
1061,3939467679,8234434975,1,/tp @s 239 35 -1339,no,8,4,12,38.807,179.092,246.318,35,1360.162,/tp @s 239 35 -1339,239,35,-1339,276,-1308,"224,28,-1313:1;242,18,-1329:1;258,16,-1311:2",added
1062,3939787681,8234754977,1,/tp @s 1305 -30 715,no,8,4,12,88.125,471.085,549.413,-30,1488.036,/tp @s 1305 -30 715,1305,-30,715,1284,740,"1309,-37,714:2;1282,-29,769:1;1262,-51,789:1",added
1063,3941375896,16826277784,3,/tp @s 1274 -46 372,no,5,7,12,120.379,2.512,46.041,-46,1327.2,/tp @s 1274 -46 372,1274,-46,372,1268,292,"1280,-35,330:2;1253,-27,255:1;1288,-41,325:2;1294,-41,313:2",added
1064,3949065626,,,,yes,8,4,12,32.094,197.072,208.151,-23,1455.455,/tp @s -1443 -23 190,-1443,-23,190,-1420,148,"-1427,-22,166:3;-1413,-20,179:1",added
1065,3951794994,59786369842,13,/tp @s 255 -28 -1458,no,7,5,12,101.277,131.875,181.020,-28,1480.131,/tp @s 255 -28 -1458,255,-28,-1458,196,-1548,"224,-17,-1542:1;233,-15,-1556:2;272,-17,-1531:1;254,-17,-1519:1",added
1066,3952878958,59787453806,13,/tp @s -274 -43 -1311,no,7,5,12,103.822,105.538,232.771,-43,1339.327,/tp @s -274 -43 -1311,-274,-43,-1311,-236,-1356,"-220,-42,-1349:1;-191,-30,-1372:2;-213,-38,-1349:2",added
1067,3958844305,34023615377,7,/tp @s 1189 38 26,no,7,6,13,26.268,575.750,678.145,38,1189.284,/tp @s 1189 38 26,1189,38,26,1204,68,"1206,37,46:1;1199,37,36:2;1191,23,41:1;1211,37,23:2",added
1068,3963766274,,,,yes,6,6,12,24.29,16.184,56.964,0,1394.559,/tp @s -1387 0 145,-1387,0,145,-1404,100,"-1390,13,138:2;-1383,-13,129:1;-1399,-13,132:2;-1377,7,166:1",added
1069,3972340692,21152209876,4,/tp @s 719 -14 707,no,9,3,12,43.841,134.885,264.118,-14,1008.37,/tp @s 719 -14 707,719,-14,707,692,724,"758,-13,720:1;758,-13,727:2",added
1070,3974031946,,,,yes,7,5,12,71.624,272.250,332.154,2,1225.021,/tp @s 1121 2 -494,1121,2,-494,1140,-524,"1127,1,-507:2;1104,7,-525:1;1173,-3,-543:2",added
1071,3974806526,3974806526,0,/tp @s -843 -39 -321,no,6,6,12,28.036,531.590,631.519,-39,902.048,/tp @s -843 -39 -321,-843,-39,-321,-860,-364,"-853,-36,-339:2;-820,-40,-337:2;-829,-40,-327:2",added
1072,3976504352,,,,yes,7,5,12,61.294,290.831,295.437,-36,889.038,/tp @s -362 -36 812,-362,-36,812,-332,852,"-339,-25,854:1;-356,-25,855:1;-356,-25,872:1;-317,-27,848:2",added
1073,3978617965,,,,yes,7,5,12,51.981,603.875,721.424,7,851.806,/tp @s -802 7 287,-802,7,287,-796,276,"-824,6,257:1;-838,6,266:1;-812,6,236:3",added
1074,3979687325,,,,yes,7,5,12,59.825,80.911,175.172,-7,868.242,/tp @s -791 -7 358,-791,-7,358,-812,372,"-813,-12,320:2;-811,-8,353:1;-846,-12,335:2",added
1075,3980145066,25454981546,5,/tp @s 16 -37 1342,no,7,5,12,42.45,678.896,764.547,-37,1342.095,/tp @s 16 -37 1342,16,-37,1342,68,1316,"51,-38,1318:1;35,-38,1323:2;35,-38,1337:2",added
1076,3980415316,3980415316,0,/tp @s 206 16 760,no,8,4,12,44.159,501.115,620.415,16,787.424,/tp @s 206 16 760,206,16,760,212,836,"216,15,803:1;209,15,803:2;205,29,754:1",added
1077,3984115151,,,,yes,7,5,12,61.106,99.911,152.823,38,1047.313,/tp @s 616 38 -847,616,38,-847,628,-892,"582,25,-890:2;615,25,-883:2;627,-5,-889:1",added
1078,3984335074,,,,yes,5,7,12,39.674,128.645,207.807,-31,849.148,/tp @s -213 -31 822,-213,-31,822,-236,852,"-219,-32,854:2;-224,-28,860:2;-206,-32,853:1;-196,-32,831:2",added
1079,3987612075,8282579371,1,/tp @s 1201 -32 199,no,7,5,12,51.74,1060.007,1166.798,-32,1217.375,/tp @s 1201 -32 199,1201,-32,199,1172,228,"1202,-23,231:1;1153,-25,217:2;1191,-31,199:2",added
1080,3990090057,38349828425,8,/tp @s -1445 17 271,no,6,6,12,38.288,182.576,192.841,17,1470.193,/tp @s -1445 17 271,-1445,17,271,-1452,292,"-1424,18,299:1;-1432,18,307:2;-1454,12,291:2;-1415,12,291:1",added
1081,3998533651,29768337427,6,/tp @s -928 -19 195,no,7,5,12,92.244,579.056,630.915,-19,948.266,/tp @s -928 -19 195,-928,-19,195,-908,116,"-890,-16,111:1;-913,-16,151:1;-935,-20,165:1;-927,-20,170:2",added
1082,4004542134,25479378614,5,/tp @s -1311 -5 -340,no,6,6,12,67.186,719.211,744.465,-5,1354.371,/tp @s -1311 -5 -340,-1311,-5,-340,-1308,-380,"-1283,-8,-401:3;-1308,-12,-337:2;-1271,-2,-355:1",added
1083,4005264670,46954937630,10,/tp @s 1187 -20 383,no,4,8,12,40.522,550.070,591.681,-20,1247.26,/tp @s 1187 -20 383,1187,-20,383,1188,372,"1184,-7,380:2;1168,-7,370:2;1172,-9,347:2;1186,-27,399:2",added
1084,4009371651,98498652163,22,/tp @s -1341 7 -232,no,5,7,12,45.111,145.711,252.785,7,1360.921,/tp @s -1341 7 -232,-1341,7,-232,-1372,-236,"-1334,10,-218:1;-1327,10,-218:2;-1306,-2,-205:2;-1318,10,-199:2",added
1085,4010900235,25485736715,5,/tp @s 180 12 -797,no,5,7,12,90.3,0.000,53.138,12,817.073,/tp @s 180 12 -797,180,12,-797,180,-860,"139,21,-871:2;180,23,-813:1;188,25,-886:2;149,15,-850:2",added
1086,4012164588,25487001068,5,/tp @s 1200 -7 -353,no,8,4,12,43.612,160.444,211.015,-7,1250.843,/tp @s 1200 -7 -353,1200,-7,-353,1204,-364,"1192,0,-338:2;1157,0,-351:2",added
1087,4012834482,,,,yes,8,4,12,127.566,429.543,503.329,21,956.49,/tp @s -917 21 272,-917,21,272,-860,308,"-876,14,256:1;-864,14,244:1;-834,12,249:1;-791,2,278:1",added
1088,4012887214,16897789102,3,/tp @s -865 -12 206,no,9,3,12,55.552,618.818,763.850,-12,889.191,/tp @s -865 -12 206,-865,-12,206,-924,212,"-918,-3,220:1;-896,-5,214:1;-904,-5,222:1",added
1089,4013829952,16898731840,3,/tp @s -814 7 -317,no,6,6,12,95.488,293.674,297.670,7,873.547,/tp @s -814 7 -317,-814,7,-317,-812,-348,"-815,10,-371:2;-883,6,-377:1;-880,6,-386:1;-831,-2,-332:2",added
1090,4014201367,,,,yes,5,7,12,53.944,231.972,273.383,6,1054.75,/tp @s -1043 6 157,-1043,6,157,-988,132,"-1034,5,135:1;-1049,5,144:2;-1056,5,144:2;-1062,-1,107:2",added
1091,4017357452,4017357452,0,/tp @s 835 17 -336,no,7,5,12,71.687,189.081,240.361,17,900.067,/tp @s 835 17 -336,835,17,-336,900,-364,"858,6,-269:1;884,6,-297:1;853,8,-281:2;855,12,-293:1",added
1092,4019008031,,,,yes,4,9,13,82.498,405.219,409.447,-11,1231.935,/tp @s 48 -11 1231,48,-11,1231,52,1268,"64,-6,1276:3;57,-10,1252:1;97,-18,1297:3;30,-26,1242:2",added
1093,4019197480,4019197480,0,/tp @s 1279 18 238,no,6,6,12,64.203,122.091,172.156,18,1300.955,/tp @s 1279 18 238,1279,18,238,1332,196,"1313,13,219:1;1340,17,218:1;1312,17,202:2;1283,17,208:2",added
1094,4024648134,381981770182,88,/tp @s 1306 -12 -403,no,5,7,12,105.617,241.964,302.671,-12,1366.764,/tp @s 1306 -12 -403,1306,-12,-403,1300,-428,"1293,-1,-427:1;1297,-3,-487:1;1313,-3,-508:2;1328,-7,-412:3",added
1095,4038372912,77052816944,17,/tp @s 1260 -20 627,no,8,4,12,43.301,226.693,230.318,-20,1407.384,/tp @s 1260 -20 627,1260,-20,627,1284,660,"1275,-29,637:1;1259,-25,670:1;1255,-29,624:1;1292,-29,630:1",added
1096,4040455953,,,,yes,7,5,12,66.468,203.793,243.010,-18,840.387,/tp @s -325 -18 775,-325,-18,775,-316,804,"-325,-19,795:1;-337,-25,840:2;-335,-31,783:2",added
1097,4045876138,,,,yes,6,6,12,53.563,233.635,364.122,-42,847.1,/tp @s 797 -42 -287,797,-42,-287,804,-300,"785,-29,-298:3;806,-33,-331:1;819,-43,-294:1;819,-33,-335:1",added
1098,4046369981,,,,yes,8,4,12,49.528,530.767,535.295,29,1118.8,/tp @s 712 29 -863,712,29,-863,740,-860,"758,38,-847:2;741,42,-876:1;687,36,-839:1",added
1099,4047262323,16932164211,3,/tp @s -469 3 735,no,7,5,12,80.112,186.186,249.482,3,871.886,/tp @s -469 3 735,-469,3,735,-428,740,"-406,0,782:1;-405,8,774:2;-389,6,738:2",added
1100,4048938022,734193378342,170,/tp @s -310 7 -1396,no,7,5,12,66.656,125.830,245.607,7,1430.006,/tp @s -310 7 -1396,-310,7,-1396,-332,-1420,"-346,6,-1384:2;-323,0,-1461:2;-317,6,-1384:1",added
1101,4051764755,12641699347,2,/tp @s 185 23 -1414,no,7,5,12,48.642,474.904,571.436,23,1426.051,/tp @s 185 23 -1414,185,23,-1414,196,-1372,"186,28,-1388:2;179,22,-1399:2;159,26,-1373:1",added
1102,4055948365,29825752141,6,/tp @s -1007 36 158,no,6,6,12,38.223,269.532,313.123,36,1019.32,/tp @s -1007 36 158,-1007,36,158,-1004,100,"-1016,39,124:2;-991,43,124:1;-1018,41,135:2;-1017,39,146:1",added
1103,4064210788,4064210788,0,/tp @s -774 -3 873,no,6,6,12,60.514,141.372,179.919,-3,1166.707,/tp @s -774 -3 873,-774,-3,873,-796,852,"-788,4,842:1;-781,4,842:2;-784,0,861:2;-812,0,826:1",added
1104,4070758449,68495267889,15,/tp @s -368 2 -1369,no,8,4,12,39.937,298.310,344.897,2,1417.598,/tp @s -368 2 -1369,-368,2,-1369,-332,-1420,"-353,1,-1406:1;-345,1,-1401:1;-345,1,-1394:1;-360,1,-1406:1",added
1105,4074566079,528060576191,122,/tp @s 1087 9 245,no,6,6,12,45.902,384.660,489.054,9,1114.268,/tp @s 1087 9 245,1087,9,245,1092,276,"1100,16,275:2;1084,6,282:1;1060,6,282:2;1091,6,282:1",added
1106,4075946879,16960848767,3,/tp @s 744 40 -352,no,6,6,12,34.249,711.366,714.837,40,823.067,/tp @s 744 40 -352,744,40,-352,772,-332,"748,41,-333:3;730,41,-326:1;740,41,-318:1;725,41,-361:1",added
1107,4081580610,4081580610,0,/tp @s 796 -8 -399,no,7,5,12,41.929,30.672,95.404,-8,890.403,/tp @s 796 -8 -399,796,-8,-399,788,-444,"811,-7,-415:3;821,-7,-425:1;818,-1,-434:1",added
1108,4084278659,,,,yes,7,5,12,104.79,409.858,488.164,40,926.678,/tp @s -842 40 387,-842,40,387,-844,292,"-866,39,285:1;-833,39,372:1;-872,43,343:2;-879,43,343:1",added
1109,4088661430,266081666486,61,/tp @s 730 -30 -963,no,8,4,12,78.013,413.752,416.836,-30,1208.416,/tp @s 730 -30 -963,730,-30,-963,724,-972,"675,-37,-928:1;776,-31,-1026:1;770,-27,-1006:2",added
1110,4088942475,4088942475,0,/tp @s -225 4 -999,no,6,6,12,41.122,201.426,282.377,4,1024.024,/tp @s -225 4 -999,-225,4,-999,-268,-1004,"-266,3,-996:2;-237,-7,-1008:2;-219,3,-980:1;-208,-7,-1024:1",added
1111,4096014905,29865818681,6,/tp @s 207 -14 -831,no,7,6,13,51.41,122.918,127.094,-14,856.394,/tp @s 207 -14 -831,207,-14,-831,148,-812,"201,-15,-810:2;210,-21,-837:2;170,-21,-796:1;195,-21,-854:1",added
1112,4099874577,197373402897,45,/tp @s 62 13 -867,no,7,5,12,97.273,201.096,265.850,13,869.214,/tp @s 62 13 -867,62,13,-867,84,-892,"68,12,-886:2;68,12,-880:1;113,2,-889:1;153,8,-901:1",added
1113,4102882030,4102882030,0,/tp @s 218 22 -1408,no,6,6,12,57.393,228.285,369.425,22,1424.776,/tp @s 218 22 -1408,218,22,-1408,260,-1404,"251,25,-1414:1;268,25,-1414:2;275,25,-1414:1;255,21,-1420:2",added
1114,4104194081,4104194081,0,/tp @s -1055 36 138,no,6,6,12,38.236,210.391,250.135,36,1063.987,/tp @s -1055 36 138,-1055,36,138,-1084,164,"-1084,43,132:1;-1059,43,132:3;-1046,21,104:2",added
1115,4107849104,,,,yes,6,6,12,63.545,64.462,168.456,1,986.69,/tp @s 186 1 -969,186,1,-969,212,-988,"189,10,-962:1;183,4,-957:1;248,6,-956:2;189,10,-938:2",added
1116,4111313746,12701248338,2,/tp @s 1284 12 161,no,7,5,12,41.988,513.451,598.829,12,1294.054,/tp @s 1284 12 161,1284,12,161,1236,196,"1262,11,154:1;1281,11,147:2;1317,5,136:2",added
1117,4120381032,72839857768,16,/tp @s 1285 -16 721,no,8,4,12,58.395,570.485,608.353,-16,1473.454,/tp @s 1285 -16 721,1285,-16,721,1236,708,"1279,-23,712:2;1287,-23,717:1;1341,-23,706:1",added
1118,4121346248,4121346248,0,/tp @s 1163 -31 -785,no,8,4,12,83.361,594.897,618.801,-31,1403.137,/tp @s 1163 -31 -785,1163,-31,-785,1188,-812,"1246,-34,-787:1;1205,-30,-857:2;1218,-30,-834:1",added
1119,4130041292,4130041292,0,/tp @s -412 37 1424,no,7,5,12,65.192,468.552,614.425,37,1482.403,/tp @s -412 37 1424,-412,37,1424,-364,1460,"-385,38,1420:2;-349,32,1408:2;-413,30,1397:1",added
1120,4133295029,,,,yes,8,4,12,56.798,308.186,350.777,32,936.296,/tp @s -275 32 -895,-275,32,-895,-236,-924,"-254,41,-947:1;-260,23,-923:3",added
1121,4138141742,17023043630,3,/tp @s 735 -1 -1282,no,5,7,12,111.081,25.250,109.572,-1,1477.751,/tp @s 735 -1 -1282,735,-1,-1282,740,-1340,"718,-2,-1275:1;756,-10,-1329:2;759,-2,-1288:2;768,-16,-1387:2",added
1122,4139961486,,,,yes,8,4,12,79.586,113.223,116.739,-24,861.247,/tp @s 835 -24 211,835,-24,211,820,164,"840,-13,166:1;834,-13,171:1;822,-15,133:1;826,-25,196:1",added
1123,4143521969,25618358449,5,/tp @s 212 35 -1409,no,6,6,12,53.498,204.916,294.648,35,1424.86,/tp @s 212 35 -1409,212,35,-1409,276,-1420,"255,34,-1388:2;265,28,-1411:2;246,34,-1392:2",added
1124,4143746655,8438713951,1,/tp @s -314 30 762,no,7,5,12,64.545,468.075,527.923,30,824.16,/tp @s -314 30 762,-314,30,762,-316,724,"-343,29,764:2;-359,35,716:2;-319,35,755:1",added
1125,4152274916,47101947876,10,/tp @s -866 27 694,no,5,7,12,67.72,264.980,268.422,27,1109.771,/tp @s -866 27 694,-866,27,694,-844,660,"-874,26,659:1;-879,26,683:2;-910,20,643:2;-906,20,714:2",added
1126,4159075851,51403716107,11,/tp @s 178 -9 -1434,no,6,6,12,86.891,223.418,367.719,-9,1445.005,/tp @s 178 -9 -1434,178,-9,-1434,148,-1500,"194,2,-1512:1;216,2,-1495:1;216,-4,-1502:2;196,-10,-1519:2",added
1127,4163738709,128717790293,29,/tp @s -795 -40 -197,no,6,6,12,70.689,186.733,243.979,-40,819.045,/tp @s -795 -40 -197,-795,-40,-197,-812,-236,"-792,-43,-251:1;-791,-41,-225:2;-825,-41,-261:2;-799,-47,-264:1",added
1128,4165136350,59999711198,13,/tp @s -338 -25 -1422,no,5,7,12,59.624,167.582,236.774,-25,1461.618,/tp @s -338 -25 -1422,-338,-25,-1422,-300,-1452,"-325,-26,-1435:2;-288,-22,-1449:2;-281,-16,-1407:1;-318,-26,-1421:2",added
1129,4166058530,,,,yes,5,7,12,86.585,86.798,106.530,-28,1096.586,/tp @s -865 -28 674,-865,-28,674,-828,644,"-858,-29,662:1;-853,-27,640:2;-810,-29,690:2;-789,-39,634:2",added
1130,4167420600,8462387896,1,/tp @s 759 2 -896,no,6,7,13,56.824,202.348,251.924,2,1174.264,/tp @s 759 2 -896,759,2,-896,756,-892,"793,23,-879:2;798,13,-910:3;801,23,-864:2",added
1131,4171447769,4171447769,0,/tp @s 383 23 -902,no,6,6,12,89.051,77.202,163.394,23,979.945,/tp @s 383 23 -902,383,23,-902,356,-892,"340,16,-875:2;364,18,-857:2;402,20,-838:1;308,22,-854:1",added
1132,4177700495,111551882895,25,/tp @s -1409 2 279,no,6,6,12,89.683,672.937,757.292,2,1436.357,/tp @s -1409 2 279,-1409,2,279,-1420,276,"-1418,-1,308:3;-1433,-1,288:1;-1498,3,268:1;-1422,1,266:1",added
1133,4191917078,77206361110,17,/tp @s 1296 -40 218,no,6,6,12,43.023,25.769,140.873,-40,1314.207,/tp @s 1296 -40 218,1296,-40,218,1268,180,"1263,-45,197:1;1297,-41,182:2;1316,-41,197:1;1297,-41,175:2",added
1134,4201050422,4201050422,0,/tp @s -387 17 -1422,no,7,5,12,72.153,126.272,165.883,17,1473.721,/tp @s -387 17 -1422,-387,17,-1422,-348,-1436,"-416,20,-1488:2;-415,26,-1458:2;-375,14,-1467:1",added
1135,4201190417,8496157713,1,/tp @s 122 29 -785,no,4,8,12,45.188,118.272,200.205,29,794.424,/tp @s 122 29 -785,122,29,-785,164,-812,"147,28,-784:2;162,28,-764:2;133,28,-764:2;143,28,-756:2",added
1136,4202995553,21382864737,4,/tp @s 53 13 -896,no,6,6,12,37.014,0.625,69.279,13,897.566,/tp @s 53 13 -896,53,13,-896,100,-892,"89,6,-891:1;70,12,-923:1;85,12,-913:1;36,10,-886:3",added
1137,4206968463,128761020047,29,/tp @s -1435 -53 -370,no,5,7,12,59.615,100.807,182.866,-53,1481.933,/tp @s -1435 -53 -370,-1435,-53,-370,-1436,-412,"-1397,-52,-357:2;-1409,-52,-384:2;-1487,-50,-341:2;-1470,-50,-329:1",added
1138,4217360929,4217360929,0,/tp @s 697 30 757,no,7,5,12,56.719,185.125,279.031,30,1029.008,/tp @s 697 30 757,697,30,757,708,708,"697,39,701:1;688,29,742:2;683,29,747:2",added
1139,4218721269,,,,yes,4,9,13,83.821,256.535,310.591,-43,832.556,/tp @s 155 -43 -818,155,-43,-818,180,-844,"162,-36,-835:1;223,-44,-867:2;182,-44,-762:3;168,-34,-865:3",added
1140,4228805385,,,,yes,7,5,12,58.043,356.367,506.581,21,1027.605,/tp @s 406 21 -944,406,21,-944,372,-972,"407,20,-958:1;404,20,-1002:2;410,-4,-958:2",added
1141,4229335863,,,,yes,8,4,12,100.175,89.319,267.378,23,757.446,/tp @s 229 23 -722,229,23,-722,276,-732,"261,22,-721:1;271,22,-713:1;328,20,-707:2",added
1142,4230371346,4230371346,0,/tp @s -468 -6 -773,no,8,4,12,35.143,340.752,372.246,-6,903.633,/tp @s -468 -6 -773,-468,-6,-773,-492,-764,"-465,-7,-738:3;-458,-7,-762:1",added
1143,4233856568,17118758456,3,/tp @s 623 -24 719,no,4,8,12,127.758,461.907,529.863,-24,951.362,/tp @s 623 -24 719,623,-24,719,644,676,"617,-25,695:2;634,-45,690:3;627,-45,704:2;735,-47,662:1",added
1144,4239123689,60073698537,13,/tp @s 747 -40 639,no,7,5,12,71.568,6.625,84.924,-40,983.021,/tp @s 747 -40 639,747,-40,639,804,596,"786,-41,605:1;786,-39,579:2;758,-41,590:2",added
1145,4239154453,21419023637,4,/tp @s 646 39 -799,no,5,7,12,64.039,0.000,45.737,39,1027.481,/tp @s 646 39 -799,646,39,-799,676,-812,"639,38,-787:2;710,40,-801:2;663,32,-830:1;626,38,-782:2",added
1146,4243177217,21423046401,4,/tp @s 267 7 1281,no,7,5,12,83.313,249.332,349.192,7,1308.53,/tp @s 267 7 1281,267,7,1281,276,1300,"268,10,1323:1;301,10,1357:2;343,16,1291:2",added
1147,4244455319,,,,yes,6,6,12,70.838,390.162,422.769,-9,1124.004,/tp @s -816 -9 773,-816,-9,773,-812,708,"-811,-8,727:2;-833,-2,707:2;-798,-6,734:1;-845,0,709:1",added
1148,4253653008,,,,yes,7,5,12,79.912,336.752,391.633,-4,1119.602,/tp @s -545 -4 -978,-545,-4,-978,-508,-1004,"-588,-29,-992:2;-568,-29,-997:2;-589,-31,-917:1",added
1149,4265308759,8560276055,1,/tp @s 705 -34 670,no,6,6,12,62.658,595.980,669.667,-34,972.587,/tp @s 705 -34 670,705,-34,670,740,692,"709,-41,667:1;732,-41,630:2;650,-49,644:3",added
1150,4267935516,4267935516,0,/tp @s 117 -9 798,no,7,6,13,70.605,417.752,463.175,-9,806.531,/tp @s 117 -9 798,117,-9,798,52,788,"79,-20,777:1;113,-16,786:2;47,-16,804:2;99,-28,777:1",added
1151,4271289671,133120308551,30,/tp @s 743 19 1131,no,6,6,12,74.572,159.812,217.570,19,1353.222,/tp @s 743 19 1131,743,19,1131,740,1140,"743,24,1115:1;737,26,1078:2;737,26,1057:1;697,20,1094:2",added
1152,4272196068,8567163364,1,/tp @s -470 -38 -713,no,8,4,12,21.19,372.018,404.711,-38,853.972,/tp @s -470 -38 -713,-470,-38,-713,-460,-748,"-470,-31,-733:1;-470,-31,-726:1;-455,-31,-716:2",added
1153,4273691033,4273691033,0,/tp @s 729 28 654,no,6,6,12,76.25,269.302,352.140,28,979.366,/tp @s 729 28 654,729,28,654,772,676,"751,27,648:2;744,27,674:2;774,19,624:1;803,21,671:1",added
