454350	676,-460	9
1225700	-348,756	9
1789244	-924,772	9
3412385	-1452,-396	9
3743629	-380,-972	9
4418452	-796,916	9
4784160	308,-1436	9
4849284	-812,292	9
5813132	740,-828	9
9952905	772,-876	9
9969057	-1244,676	9
10256578	148,-1388	9
10550347	804,-364	9
12910862	212,788	9
13608818	212,-988	9
14827805	724,-764	9
17935288	-812,148	9
18259180	1284,-268	9
19238157	1156,628	9
19260687	852,100	9
20412575	212,1284	9
20427924	1300,-396	9
20794366	-380,628	9
24454155	196,-1292	9
26705192	-1452,228	9
26842716	-908,900	9
28096174	324,-1404	9
29566667	-1324,340	9
30739451	340,-924	9
31321949	1284,-780	9
31531814	836,-332	9
32238304	756,-748	9
32343823	1268,52	10
32415401	1108,-476	9
33625241	-1484,-380	9
34433508	-988,228	9
36464623	116,-876	9
36943256	-268,1284	9
37864337	324,1364	9
38087405	-940,644	9
39897333	-892,-316	9
40068460	-956,-892	9
40513525	-956,212	9
43900319	1220,-348	9
49054859	164,596	9
49366219	804,1156	9
49446695	-1404,132	9
53878469	-156,1220	9
55334424	1220,132	9
55651337	1204,740	9
56338847	1156,-204	9
56662940	308,-892	9
56777675	1348,164	9
56875407	-316,1252	9
58123181	1156,-284	9
58380631	1252,372	9
59408295	-748,-828	9
62194785	228,1220	9
62907366	212,1284	9
63808130	-796,-988	9
64221299	-380,660	9
65944823	228,-1004	9
67502436	-796,676	9
68435677	180,756	9
69227549	596,-940	9
69492039	-908,196	9
70410848	-508,-716	9
71128077	868,244	9
71690190	724,-524	9
72560222	-412,-988	9
73145638	276,-1356	9
74976110	-876,196	9
75409547	1380,-268	9
77393900	-380,-844	9
78875645	1156,-204	9
80127260	-220,-1292	10
83906075	228,1156	10
85900015	228,788	9
85941217	1140,-268	9
85988827	1220,-732	9
88217254	708,836	9
91795295	276,1316	9
92440102	788,772	9
93935823	868,212	9
94202020	-1036,-332	9
94330402	212,-1036	9
96499591	244,-972	10
97425890	260,1332	9
99055860	-908,-940	9
99224792	804,676	9
99396066	644,724	10
100162158	1316,756	9
100427632	660,836	9
103830836	1204,852	9
103885560	660,1188	9
105023308	-1324,244	9
105372800	-1068,772	9
105617424	-524,-972	9
105719260	-1436,-380	9
106869294	-828,756	9
111662313	308,-828	9
111713648	1140,356	9
112781674	820,-892	9
113462606	1268,-284	9
114612829	1156,148	9
116506687	1428,-252	9
117329785	596,-1340	9
118503746	-236,-940	9
118702259	-780,676	9
119879478	1124,196	9
120104803	-828,-940	9
120336530	-940,260	9
120613368	-796,-844	9
121603921	1172,-428	9
121823151	1300,-268	9
123568518	-1404,-508	9
123613025	260,-1404	9
125967035	1172,132	9
127086202	724,164	9
127705073	-1404,324	9
128022034	-828,-428	9
128265192	228,1220	9
128776030	-1388,52	9
129270485	100,-844	9
130333626	1284,180	9
130422649	-1484,196	9
133227592	564,-684	9
133846893	-396,1188	9
135101631	852,324	9
136093431	-844,-316	9
137748035	-956,276	9
141556535	836,-748	9
142446194	-220,756	9
143450137	-924,-348	9
143451527	-268,-956	9
144105285	-876,676	9
145496041	260,-972	9
146056353	-748,1300	9
146377040	660,-844	9
148445899	-956,692	9
149764731	-268,852	9
150963243	-1036,180	9
151861369	-332,644	9
152919323	-380,-1308	9
155340246	-332,-1388	9
155645359	692,-380	9
155965864	788,836	9
156869994	-1404,-332	9
158124302	-1420,-284	9
158556404	756,-508	9
158682386	340,-1004	10
158785041	-236,1172	9
159656249	820,692	9
160684380	-1004,180	9
161408829	788,772	9
161817145	164,1236	9
162130753	292,-956	9
163426733	-348,676	9
163657579	-876,-812	9
163943841	1172,292	9
166381716	-1052,868	9
166644874	-764,772	9
167672347	148,724	9
168914566	132,1188	9
169082333	-1324,244	9
169379872	-1468,148	9
170266165	1220,-396	9
170469676	-908,-364	9
170895732	-348,756	9
173739230	-348,-1068	9
175167759	756,740	9
177113621	-332,1236	9
177552002	1204,-908	9
178171637	1252,-412	9
178558179	1140,676	9
179477289	-348,1364	9
180046992	1316,-380	9
180404566	1460,-268	9
181045437	1220,68	9
181286793	-460,852	10
181656559	740,1092	9
182435597	-204,-1372	9
183968309	-204,1332	9
185774633	-524,-1308	9
186554249	900,-220	9
186770102	-476,1300	9
187052471	916,-316	9
187492944	-860,244	9
187594699	-828,-924	9
188076658	148,-1452	9
190753361	692,-412	9
190950488	-1068,-332	9
194849940	-972,-476	9
196424221	1364,276	9
198726683	-716,-1356	9
199282277	132,708	9
200261950	1444,-204	9
200585200	-364,1332	9
200781039	-956,-316	10
200975216	-332,772	9
201481199	-380,-844	9
201629028	-972,-828	9
202382170	708,756	9
